"Name"|"Age"|"Class.Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"
"1906"|"CROWE, Mr George Frederick"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1907"|"CRUMPLIN, Mr Charles"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1908"|"CULLEN, Mr Charles"|"45"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1909"|"CUNNINGHAM, Mr Andrew"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|"4"|NA
"1910"|"DANIELS, Mr Sidney Edward"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1911"|"DASHWOOD, Mr William George"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|83
"1912"|"DAVIES, Mr Gordon Raleigh"|"33"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1913"|"DAVIES, Mr John James"|"27"|"Victualling"|NA|NA|""|NA|"Belfast"|"Extra 2nd Baker"|""|200
"1914"|"DAVIES, Mr Robert J."|"26"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|191
"1915"|"DEAN, Mr George H."|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|252
"1916"|"DEEBLE, Mr Alfred Arnold"|"29"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|270
"1917"|"DERRETT, Mr Albert"|"26"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1918"|"DESLANDS, Mr Percival Stainer"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|212
"1919"|"DINENAGE, Mr James Richard"|"49"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1920"|"DODD, Mr George Charles"|"44"|"Victualling"|NA|NA|""|NA|"Belfast"|"Steward"|""|NA
"1921"|"DOLBY, Mr Joseph"|"36"|"Victualling"|NA|NA|""|NA|"Belfast"|"Reception Room Steward"|""|NA
"1922"|"DONOGHUE, Mr Frank (?Thomas)"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1923"|"DOUGHTY, Mr W."|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1924"|"DUNFORD, Mr William"|"41"|"Victualling"|NA|NA|""|NA|"Southampton"|"Hospital Steward"|""|71
"1925"|"DYER, Mr William"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1926"|"EDBROOKE, Mr F."|"24"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1927"|"EDE, Mr George B."|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1928"|"EDGE, Mr Frederick William"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Deck Steward"|""|NA
"1929"|"EDWARDS, Mr Clement"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantryman Steward"|""|NA
"1930"|"EGG, Mr W. H."|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1931"|"ELLIS, Mr John Bertram"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Vegetable Cook"|"2"|NA
"1932"|"ENNIS, Mr Walter"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Turkish Bath Attendant"|""|NA
"1933"|"ETCHES, Mr Henry Samuel"|"41"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|"5"|NA
"1934"|"EVANS, Mr George Richard"|"27"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1935"|"FAIRALL, Mr Henry"|"38"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1936"|"FARRENDEN, Mr Ernest John"|"22"|"Victualling"|NA|NA|""|NA|"Belfast"|"Confectioner"|""|NA
"1937"|"FAULKNER, Mr William Stephen"|"37"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|"11"|NA
"1938"|"FELLOWES, Mr Alfred J."|"29"|"Victualling"|NA|NA|""|NA|"Belfast"|"Boots"|""|138
"1939"|"FELTHAM, Mr G."|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Vienna Baker"|""|NA
"1940"|"FINCH, Mr Harry"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1941"|"FLETCHER, Mr Peter W."|"26"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bugler Steward"|""|NA
"1942"|"FOLEY, Mr William C."|"26"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1943"|"FORD, Mr Ernest"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1944"|"FORD, Mr F."|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1945"|"FOX, Mr William Thomas"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1946"|"FRANKLIN, Mr Alan Vincent"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|262
"1947"|"FREEMAN, Mr Ernest Edward Samuel"|"43"|"Victualling"|NA|NA|""|NA|"Belfast"|"Deck Steward"|""|239
"1948"|"GEDDES, Mr Richard Charles"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1949"|"GIBBONS, Mr Jacob William"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1950"|"GILES, Mr John Robert"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|""|NA
"1951"|"GILL, Mr Joseph Stanley"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|49
"1952"|"GILL, Mr Patrick"|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Ship's Cook"|""|NA
"1953"|"GOLD, Mrs Katherine"|"42"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"1954"|"GOLLOP, Mr F."|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Passage Cook"|""|NA
"1955"|"GOSHAWK, Mr Arthur James"|"31"|"Victualling"|NA|NA|""|NA|"Belfast"|"3rd Saloon Steward"|""|NA
"1956"|"GREGSON, Miss Mary"|"44"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"1957"|"GUNN, Mr Joseph Alfred"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"1958"|"GUY, Mr Elgar John"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Boots"|"5"|NA
"1959"|"GWYNN, Mr William Logan"|"37"|"Victualling"|NA|NA|"Postal Clerk"|NA|"Southampton"|"Postal Clerk"|""|NA
"1960"|"HALFORD, Mr Richard"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1961"|"HALL, Mr F. A. J."|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1962"|"HAMBLYN, Mr Ernest William"|"41"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1963"|"HAMILTON, Mr Ernest"|"25"|"Victualling"|NA|NA|""|NA|"Belfast"|"Assistant Smoke Room Steward"|""|NA
"1964"|"HARDING, Mr A."|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantry Steward"|""|NA
"1965"|"HARDWICK, Mr Reginald"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Kitchen Porter"|"11"|NA
"1966"|"HARDY, Mr John T."|"37"|"Victualling"|NA|NA|""|NA|"Belfast"|"Chief 2nd Class Steward"|"D"|NA
"1967"|"HARRIS, Mr Charles William"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1968"|"HARRIS, Mr Clifford Henry"|"16"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bell Boy"|""|NA
"1969"|"HARRIS, Mr Edward"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantryman Steward"|""|NA
"1970"|"HARRISON, Mr Aragon Drummond"|"40"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1971"|"HART, Mr John Edward"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1972"|"HARTNELL, Mr Frederick"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1973"|"HATCH, Mr Hugh"|"23"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1974"|"HAWKESWORTH, Mr James"|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1975"|"HAWKESWORTH, Mr William Walter"|"43"|"Victualling"|NA|NA|""|NA|"Southampton"|"Deck Steward"|""|NA
"1976"|"HAYTER, Mr Arthur"|"44"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|25
"1977"|"HEINEN, Mr Joseph"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1978"|"HENDY, Mr Edward Martin"|"39"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1979"|"HENSFORD, Mr Herbert George"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Butcher"|""|NA
"1980"|"HEWETT, Mr Thomas"|"37"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|168
"1981"|"HILL, Mr H. P."|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1982"|"HILL, Mr James Colston"|"38"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|152
"1983"|"HINCKLEY, Mr George"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bath Steward"|""|66
"1984"|"HINE, Mr William Edward"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|""|NA
"1985"|"HISCOCK, Mr S."|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1986"|"HOARE, Mr Leonard James"|"16"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1987"|"HOGG, Mr Charles William"|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1988"|"HOGUE, Mr E."|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1989"|"HOLLAND, Mr Thomas"|"28"|"Victualling"|NA|NA|""|NA|"Belfast"|"Reception Steward"|""|NA
"1990"|"HOLLOWAY, Mr Sidney"|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Clothes Presser"|""|273
"1991"|"HOPKINS, Mr F."|"16"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1992"|"HOUSE, Mr William"|"38"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1993"|"HOWELL, Mr Arthur Albert"|"31"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|319
"1994"|"HUGHES, Mr William Thomas"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1995"|"HUMBY, Mr Frederick"|"16"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1996"|"HUMPHREYS, Mr Thomas Humphrey"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"1997"|"HUTCHINSON, Mr James"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Vegetable. Cook"|""|250
"1998"|"HYLAND, Mr Leo James"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|"11"|NA
"1999"|"IDE, Mr Harry John"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"2000"|"INGROUILLE, Mr Henry"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2001"|"INGS, Mr William Ernest"|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"2002"|"JACKSON, Mr Cecil"|"22"|"Victualling"|NA|NA|""|NA|"Belfast"|"Boots"|""|NA
"2003"|"JANAWAY, Mr William Frank"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"2004"|"JENNER, Mr Harry"|"41"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2005"|"JENSEN, Mr Charles Valdemar"|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2006"|"JESSOP, Miss Violet Constance"|"24"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2007"|"JOHNSTON, Mr James"|"41"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|"2"|NA
"2008"|"JONES, Mr Albert"|"17"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2009"|"JONES, Mr Arthur Ernest"|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"2010"|"JONES, Mr H."|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Roast Cook"|""|NA
"2011"|"JONES, Mr Reginald V."|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2012"|"JOUGHIN, Mr Charles John"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Chief Baker"|"B"|NA
"2013"|"KEEN, Mr Percy Edward"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2014"|"KELLAND, Mr Thomas"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Library Steward"|""|NA
"2015"|"KENNELL, Mr Charles"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Hebrew Cook"|""|NA
"2016"|"KERLEY, Mr William Thomas"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|-1
"2017"|"KETCHLEY, Mr Henry"|"30"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2018"|"KIERAN, Mr James W."|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Chief 3rd Class Steward"|""|NA
"2019"|"KIERAN, Mr Michael"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Storekeeper"|""|NA
"2020"|"KING, Mr Alfred"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Lift Steward"|""|238
"2021"|"KING, Mr Ernest Waldron"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Clerk"|""|321
"2022"|"KING, Mr G."|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"2023"|"KINGSCOTE, Mr William Ford"|"42"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2024"|"KIRKALDY, Mr Thomas Benjamin"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"2025"|"KITCHING, Mr Arthur Alfred"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2026"|"KLEIN, Mr Herbert"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Barber"|""|NA
"2027"|"KNIGHT, Mr George"|"44"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2028"|"KNIGHT, Mr Leonard George"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2029"|"LACEY, Mr Bert W."|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"2030"|"LAKE, Mr William"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2031"|"LANE, Mr Albert Edward"|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2032"|"LATIMER, Mr Andrew L"|"55"|"Victualling"|NA|NA|""|NA|"Belfast"|"Chief Steward"|""|NA
"2033"|"LAVINGTON, Miss Bessie"|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2034"|"LAWRENCE, Mr Arthur"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|90
"2035"|"LEADER, Mr Archibald"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Confectioner"|""|NA
"2036"|"LEATHER, Mrs Elizabeth May"|"41"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2037"|"LEFEBVRE, Mr Paul Georges"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|211
"2038"|"LEONARD, Mr Matthew"|"26"|"Victualling"|NA|NA|""|NA|"Belfast"|"Steward"|""|NA
"2039"|"LEVETT, Mr George Alfred"|"21"|"Victualling"|NA|NA|""|NA|"Belfast"|"Assistant Pantryman Steward"|""|NA
"2040"|"LEWIS, Mr Arthur Ernest Read"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2041"|"LIGHT, Mr C."|"23"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"2042"|"LITTLEJOHN, Mr Alexander James"|"40"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2043"|"LLOYD, Mr Humphrey"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|57
"2044"|"LOCKE, Mr A."|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"2045"|"LONGMUIR, Mr John Dickson"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantry Steward"|""|NA
"2046"|"LOVELL, Mr John"|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Grill Cook"|""|NA
"2047"|"LUCAS, Mr William Watson"|"31"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|"A"|NA
"2048"|"LYDIATT, Mr Charles"|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2049"|"MABEY, Mr J."|"23"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2050"|"MACKAY, Mr Charles Donald"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|"11"|NA
"2051"|"MACKIE, Mr George William"|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"2052"|"MAJOR, Mr Thomas Edgar"|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bath Steward"|""|NA
"2053"|"MANTLE, Mr Roland Frederick"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2054"|"MARCH, Mr John Starr"|"50"|"Victualling"|NA|NA|"Postal Clerk"|NA|"Southampton"|"Postal Clerk"|""|225
"2055"|"MARKS, Mr J."|"26"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantryman Steward"|""|NA
"2056"|"MARRIOTT, Mr J. W."|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantryman Steward"|""|2
"2057"|"MARSDEN, Miss Evelyn"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|"16"|NA
"2058"|"MARTIN, Mrs Annie"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2059"|"MARTIN, Mr F."|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"2060"|"MAYNARD, Mr Isaac Hiram"|"31"|"Victualling"|NA|NA|""|NA|"Belfast"|"Entre Cook"|"B"|NA
"2061"|"MAYTUM, Mr Alfred"|"52"|"Victualling"|NA|NA|""|NA|"Belfast"|"Chief Butcher"|""|141
"2062"|"MCCARTHY, Mr Frederick J."|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"2063"|"MCCAWLEY, Mr Thomas W."|"36"|"Victualling"|NA|NA|""|NA|"Belfast"|"Gymnasium Steward"|""|NA
"2064"|"MCELROY, Mr Hugh Walter"|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Purser"|""|157
"2065"|"MCGRADY, Mr James"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|330
"2066"|"MCLAREN, Mrs "|"40"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2067"|"MCMICKEN, Mr Arthur"|"23"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|"11"|NA
"2068"|"MCMICKEN, Mr Benjamin Tucker"|"21"|"Victualling"|NA|NA|""|NA|"Belfast"|"Second Pantry Steward"|""|NA
"2069"|"MCMULLIN, Mr James"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2070"|"MCMURRAY, Mr William Ernest"|"43"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"2071"|"MELLOR, Mr Arthur"|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2072"|"MIDDLETON, Mr M. V."|"24"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2073"|"MILLS, Mr Christopher"|"51"|"Victualling"|NA|NA|""|NA|"Southampton"|"Butcher"|""|NA
"2074"|"MISHELLAMY, Mr Abraham"|"52"|"Victualling"|NA|NA|""|NA|"Belfast"|"Printer Steward"|""|NA
"2075"|"MOORE, Mr Alfred Ernest"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2076"|"MORGAN (BIRD), Mr Charles Frederick"|"42"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Storekeeper"|""|NA
"2077"|"MORRIS, Mr Frank Herbert"|"28"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bath Room Steward"|"14"|NA
"2078"|"MOSS, Mr William"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"1st. Saloon Steward"|""|NA
"2079"|"MULLEN, Mr Thomas A."|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|323
"2080"|"MüLLER, Mr L."|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Interpreter Steward"|""|NA
"2081"|"NEAL, Mr Bentley Harold"|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|"13"|NA
"2082"|"NICHOLLS, Mr Sidney"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2083"|"NICHOLS, Mr A.D."|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2084"|"NICHOLS, Mr Walter Henry"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"2085"|"O'CONNOR, Mr Thomas Peter"|"39"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"2086"|"OLIVE, Mr Ernest Roskelly"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Clothes Presser Steward"|""|NA
"2087"|"ORPET, Mr Walter Hayward"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2088"|"ORR, Mr J."|"40"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Vegetable Cook"|""|NA
"2089"|"OSBORNE, Mr William Edward"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"2090"|"OWEN, Mr Lewis"|"49"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"2091"|"PACEY, Mr Reginald lvan"|"17"|"Victualling"|NA|NA|""|NA|"Southampton"|"Lift Steward"|""|NA
"2092"|"PAINTIN, Mr James Arthur"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Captain's Steward (Tiger)"|""|NA
"2093"|"PARSONS, Mr Edward"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Chief Storekeeper"|""|NA
"2094"|"PARSONS, Mr Richard"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2095"|"PEARCE, Mr Alfred Emest"|"24"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2096"|"PEARCEY, Mr Albert Victor"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2097"|"PENNAL, Mr Thomas Francis"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bath Steward"|""|NA
"2098"|"PENNY, Mr William Farr"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"2099"|"PENROSE, Mr John Poole"|"49"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"2100"|"PERKINS, Mr Laurence Alexander"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Telephone Steward"|""|NA
"2101"|"PERRIN, Mr William Charles"|"39"|"Victualling"|NA|NA|""|NA|"Southampton"|"Boots"|""|NA
"2102"|"PERRITON, Mr Hubert Prouse"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2103"|"PETTY, Mr Edwin Henry"|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|82
"2104"|"PFROPPER, Mr Richard"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2105"|"PHILLIMORE, Mr Harold Charles William"|"23"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|"14"|NA
"2106"|"PHILLIPS, Mr John George"|"25"|"Victualling"|NA|NA|""|NA|"Belfast"|"Telegraphist"|""|NA
"2107"|"PLATT, Mr W."|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"2108"|"POOK, Mr P."|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantry"|""|NA
"2109"|"PORT, Mr Frank"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2110"|"PORTEUS, Mr Thomas"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Butcher"|""|NA
"2111"|"PRENTICE, Mr Frank Winnold"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Storekeeper"|""|NA
"2112"|"PRICHARD, Mrs Alice"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"2113"|"PRIDEAUX, Mr John \"Jack\" Arthur"|"23"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2114"|"PRIOR, Mr Harold John"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2115"|"PROCTOR, Mr Charles"|"40"|"Victualling"|NA|NA|""|NA|"Belfast"|"Chef"|""|NA
"2116"|"PRYCE, Mr Charles William"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"2117"|"PUGH, Mr Alfred"|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"2118"|"PUSEY, Mr John E."|"35"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
